Length,Boat,Year,PriceUSD,Type,Use,NofE,Fuel,Hull
37,C&C Fiberglass 37 ,1982,34346,S,U,S,D,FG
37,C. & C. 115 ,2008,141623,S,U,S,D,FG
37,C. & C. 115-93 ,2011,209355,S,U,S,D,FG
37,C.n. SilvestroSparkman... ,1968,120687,S,U,S,D,W
37,Camper & Nicholson38 K... ,1976,45286,S,U,S,D,FG
37,Catalina 36 ,1989,60824,S,U,S,D,FG
37,Catalina 36 ,1993,58496,S,U,S,D,FG
37,Catalina 36 MkII ,2001,116993,S,U,S,D,FG
37,Catalina 375 ,2010,199500,S,U,S,D,FG
37,Catalina 375 ,2008,199000,S,U,S,D,FG
37,Catalina 375 ,2009,190000,S,U,S,D,FG
37,Catalina 375 ,2009,179000,S,U,S,D,FG
37,Catalina 375 ,2008,172074,S,U,S,D,FG
37,Cavalier 37 ,1986,77482,S,U,S,D,FG
37,Choate Sloop ,1978,29800,S,U,S,D,FG
37,Choate Cf ,1981,29900,S,U,S,D,FG
37,Chris-Craft Apache ,1967,18500,S,U,S,G,FG
37,Comar Comet 111 ,1982,62386,S,U,S,D,FG
37,Comar Comet 375 ST ,1988,51723,S,U,S,D,FG
37,Comar Comet 38s ,2010,178568,S,U,S,D,FG
37,Comar Comet 38S RACE ,2010,178568,S,U,S,D,FG
37,Comet 375 CL ,1987,67733,S,U,S,D,FG
37,Contest 38 ,1985,68964,S,U,S,D,FG
37,Contest 38 Ketch ,1981,73274,S,U,S,D,FG
37,Corsair 37 ,2011,186772,S,U,S,G,FG
37,Corsair C 37 RS Carbon ,2009,239000,S,U,S,G,FG
37,Corsair C 37 RS Carbon ,2008,229000,S,U,S,G,CP
37,Dehler 37 CR ,1995,84850,S,U,S,D,FG
37,Dehler 37 CR top ,1995,86082,S,U,S,D,FG
37,Dehler 372 ,1984,61452,S,U,S,D,FG
37,Dehler 38 ,2013,208739,S,U,S,D,FG
37,Dehler 38 ,2014,158864,S,N,S,D,CP
37,Dehler 38 # 92 ,2014,221054,S,N,S,D,FG
37,Dehler 38 New ,2014,184725,S,U,S,D,CP
37,Del Pardo Grand Soleil 37 ,2006,162558,S,U,S,D,FG
37,Delphia 37 ,2007,136500,S,U,S,D,FG
37,Delphia 37.2 ,2012,165000,S,U,S,D,FG
37,Dickerson Farr 37 ,1984,58900,S,U,S,D,FG
37,Dickerson Farr 37 ,1984,29900,S,U,O,O,FG
37,Dufour 375 Grand Large ,2012,171179,S,U,S,D,FG
37,Dufour 38 Classic ,2002,93688,S,U,S,D,FG
37,Dufour 38 Classic ,2001,92363,S,U,S,D,FG
37,Dufour 380 Grand Large ,2014,218546,S,N,S,D,FG
37,Dufour 385 ,2004,172410,S,U,S,D,FG
37,Elan 37 ,2006,187804,S,U,S,D,FG
37,Elan 37 ,2006,171179,S,U,S,D,FG
37,Elan 37 ,2010,120687,S,U,S,D,FG
37,Elan 37 ,2010,120687,S,U,S,D,FG
37,Elan 37 ,2007,120687,S,U,S,D,FG
37,Elan 37 ,2004,116993,S,U,S,D,CP
37,Elan 37 ,2007,109604,S,U,S,D,FG
37,Elan 37 ,2006,109604,S,U,S,D,FG
37,Elan 37 ,2004,109234,S,U,S,D,FG
37,Elan 37 ,2007,108372,S,U,S,D,FG
37,Elan 37 ,2006,98520,S,U,S,D,FG
37,Elan 37 ,2004,84974,S,U,S,D,FG
37,Elan 380 ,2010,147780,S,U,S,D,FG
37,Elan 380 ,2010,147780,S,U,S,D,FG
37,Elan 384 Impression ,2007,107756,S,U,S,D,FG
37,Elan Impression 384 ,2008,121919,S,U,S,D,FG
37,Elan Impression 384 ,2007,110835,S,U,S,D,FG
37,Elan Impression 384 ,2008,104678,S,U,S,D,FG
37,Elan Impression 384 ,2006,103066,S,U,S,D,FG
37,Elan Impression 384 ,2007,100983,S,U,S,D,FG
37,Elan Impression 384 ,2007,100983,S,U,S,D,FG
37,Elan Impression 384 ,2006,86205,S,U,S,D,FG
37,Ericson 37 ,1974,22000,S,U,S,D,FG
37,Ericson E37 ,1974,15500,S,U,S,G,FG
37,Express 37 ,1984,64200,S,U,S,D,FG
37,Express 37 ,1986,44900,S,U,S,D,FG
37,Express Mark II ,1988,47258,S,U,S,D,FG
37,Fountaine Pajot Antigua 37 ,1993,155379,S,U,T,D,FG
37,Furia 37 ,1985,67733,S,U,S,D,FG
37,Gib Sea Sloop ,1990,29990,S,U,S,D,FG
37,Gib'sea 106S ,1986,17178,S,U,S,D,FG
37,Gibsea YachtsCentre co... ,1981,46875,S,U,O,O,FG
37,Grampian 37 ,1979,62386,S,U,S,D,FG
37,Granada 375 ,1986,69491,S,U,S,D,FG
37,Granada 375 Atlantica ,1987,61452,S,U,S,D,FG
37,Grand Soleil 37 ,2005,184725,S,U,S,D,FG
37,Grand Soleil 37 ,2008,158864,S,U,S,D,CP
37,Graves 37 ,1981,49500,S,U,S,D,FG
37,Hallberg Rassy 37 ,2005,282629,S,U,S,D,FG
37,Hallberg-Rassy 37 ,2006,296626,S,U,S,D,FG
37,Hallberg-Rassy 37 ,2007,279000,S,U,S,D,FG
37,Hallberg-Rassy 372 ,2009,363293,S,U,S,D,FG
37,Hallberg-Rassy 372 ,2009,353441,S,U,S,D,FG
37,Hanse 370 ,2007,144900,S,U,S,D,FG
37,Hanse 370 ,2008,110219,S,U,S,D,FG
37,Hanse 370 ,2008,92621,S,U,S,D,FG
37,Hanse 370 ,2007,89900,S,U,S,D,FG
37,Hanse 370 Epoxy ,2009,135342,S,U,S,D,FG
37,Hanse 370 Epoxy ,2006,104678,S,U,S,D,FG
37,Hanse 370 Performance ,2008,129308,S,U,S,D,FG
37,Hanse 370E ,2006,138544,S,U,S,D,FG
37,Hanse 370E ,2008,109604,S,U,S,D,CP
37,Hanse 370E ,2007,92363,S,U,S,D,FG
37,Hanse 375 ,2010,123150,S,U,S,D,FG
37,Hanse 375 ,2010,110835,S,U,S,D,FG
37,Hanse 385 ,2013,210738,S,U,S,D,FG
37,Hanse 385 ,2012,158864,S,U,S,D,CP
37,Hanse 385 ,2014,126721,S,N,S,D,CP
37,Hunter 37 ,2015,189990,S,N,S,D,FG
37,Hunter 37 ,1987,44900,S,U,S,D,FG
37,Hunter 37 ,1984,32000,S,U,S,D,FG
37,Hunter37' Cherubini Cu... ,1981,34000,S,U,S,D,FG
37,Hunter37' Cherubini Cu... ,1982,28000,S,U,S,D,FG
37,Hunter 37.5 ,1990,62900,S,U,S,D,FG
37,Hunter 376 ,1997,133002,S,U,S,D,FG
37,Hunter 376 ,1997,85000,S,U,S,D,FG
37,Hunter 376 ,1997,67500,S,U,S,D,FG
37,Hunter 376 ,1996,58500,S,U,S,D,FG
37,Hunter Cherubini ,1980,29000,S,U,S,D,FG
37,Hunter Legend 37 ,1989,59900,S,U,S,D,FG
37,Hunter Legend 37 ,1988,51562,S,U,S,D,FG
37,Hunter Legend 37 ,1988,49500,S,U,S,D,FG
37,Hunter Legend 37 ,1990,47344,S,U,S,D,FG
37,Hunter Legend 37 ,1987,46900,S,U,S,D,FG
37,Hunter Legend 37.5 ,1994,67500,S,U,S,D,FG
37,Island Packet 370 ,2004,258500,S,U,S,D,FG
37,Island Packet 370 ,2004,209355,S,U,S,D,FG
37,Island Packet 370 SLOOP ,2004,259900,S,U,S,D,FG
37,J Boats C ,1990,75000,S,U,S,D,FG
37,J Boats J 37C ,1989,79900,S,U,S,D,FG
37,JboatsJ37C - Cruiser-R... ,1989,62500,S,U,S,D,FG
37,Jeanneau 37 ,2001,98500,S,U,S,D,FG
37,Jeanneau 37 Sun Odyssey ,1997,74900,S,U,S,D,FG
37,Jeanneau 379 ,2015,222240,S,N,S,D,FG
37,Jeanneau 379 ,2015,215253,S,N,O,O,FG
37,Jeanneau 379 ,2014,196000,S,U,S,D,FG
37,Jeanneau 379 ,2015,190000,S,N,S,D,FG
37,Jeanneau 379 ,2015,175400,S,N,S,D,FG
37,Jeanneau 379 ,2013,163552,S,U,S,D,FG
37,Jeanneau379 Swing Keel... ,2013,248000,S,U,S,D,FG
37,Jeanneau Gin Fizz ,1975,60344,S,U,S,D,FG
37,Jeanneau Sun Fast 36 ,1994,49260,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2004,130539,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2004,121919,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,116993,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,116993,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,110219,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2003,97904,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2003,93618,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2005,91008,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2001,85888,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,84974,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,71427,S,U,S,D,FG
37,Jeanneau Sun Fast 37 ,2002,31324,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2005,109156,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2002,99500,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2003,96038,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2001,80048,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2003,77299,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2001,73890,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2002,69950,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2001,67733,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2000,67733,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2003,66368,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37 ,2001,62456,S,U,S,D,FG
37,Jeanneau Sun Odyssey 37.1 ,1994,52955,S,U,O,O,FG
37,Jeanneau Sun Odyssey 379 ,2015,256435,S,N,S,D,FG
37,Jeanneau Sun Odyssey 379 ,2014,230906,S,U,S,D,CP
37,Jeanneau Sun Odyssey 379 ,2015,202185,S,N,S,D,FG
37,Jeanneau Sun Odyssey 379 ,2012,179584,S,U,S,D,FG
37,JeanneauSun Odyssey 37... ,2014,239900,S,N,S,D,FG
37,JeanneauSunshine Regat... ,1985,47413,S,U,S,D,FG
37,Jeanneau Voyage 11.2 ,1989,52000,S,U,S,D,FG
37,Jeanneau Voyage 11.20 ,1990,49900,S,U,S,D,FG
37,Judel Vrolijk 37 ,2006,184725,S,U,O,O,FG
37,Judeland Vroljik 37 ,2004,166253,S,U,S,D,FG
37,Kirie Elite 37 ,1983,44900,S,U,S,D,FG
37,Koopmans 37 ,1991,97289,S,U,S,D,W
37,Lagoon 380 ,2004,141623,S,U,T,D,FG
37,Malo Classic 37 ,2007,265000,S,U,S,D,FG
37,Marine Projects Moody 34 ,1985,35761,S,U,S,D,FG
37,Mills 37 ,2000,132736,S,U,S,D,FG
37,Moody 37 ,1985,77846,S,U,S,D,FG
37,Moody 376 ,1989,124012,S,U,S,D,FG
37,Moody 376 ,1987,81984,S,U,S,D,FG
37,Moody 376 ,1987,70272,S,U,S,D,FG
37,Najad 373 ,2002,220439,S,U,S,D,FG
37,Najad 380 ,2005,326348,S,U,S,D,FG
37,Nautor Swan 371 ,1980,119000,S,U,S,D,FG
37,Nautor Swan 371 ,1980,89900,S,U,S,D,FG
37,Nautor Swan 371 ,1980,104678,S,U,S,D,FG
37,Nautor Swan Swan 37 ,1970,90573,S,U,S,D,FG
37,Northshore 370 ,2001,89716,S,U,S,D,FG
37,Ohlson 38 ,1969,115000,S,U,S,D,FG
37,Ohlson 38 ,1971,99500,S,U,S,D,FG
37,Ohlson Sloop ,1971,23900,S,U,S,D,FG
37,Oyster 37 ,1979,54266,S,U,S,D,FG
37,Oyster Heritage 37 ,1987,108531,S,U,S,D,FG
37,Pacific Seacraft Sloop ,1981,57500,S,U,S,D,FG
37,Passport 37 ,1986,111818,S,U,S,D,FG
37,Pearson 37 ,1982,45000,S,U,S,D,FG
37,Pearson 37 ,1982,37000,S,U,S,D,FG
37,Peterson 37 ,1985,28320,S,U,S,D,FG
37,Pronavia Reflex 38 ,2006,104106,S,U,S,D,FG
37,S & S DesignSparkman &... ,1967,83000,S,U,S,D,W
37,Salona 37 ,2010,203198,S,U,S,D,FG
37,Salona 37 ,2011,158864,S,U,S,D,FG
37,Salona 37 ,2011,158864,S,U,S,D,FG
37,Salona 37 ,2008,157632,S,U,S,D,FG
37,Salona 37 ,2009,153938,S,U,S,D,FG
37,Salona 37 ,2008,129308,S,U,S,D,FG
37,Salona 37 ,2006,121919,S,U,S,D,FG
37,Salona 37 ,2008,116993,S,U,S,D,FG
37,Salona 37 ,2007,116993,S,U,S,D,FG
37,Salona 37 ,2006,110835,S,U,S,D,FG
37,Salona 37 ,2009,108372,S,U,S,D,FG
37,Salona 37 ,2008,104678,S,U,S,D,CP
37,Salona 37 ,2006,103200,S,U,S,D,FG
37,Salona 37 ,2006,73767,S,U,S,D,FG
37,Salona 37 MKII 2011 ,2011,183494,S,U,S,D,FG
37,Salona 38 ,2014,211749,S,N,S,D,FG
37,Salona 38 ,2013,201966,S,U,S,D,FG
37,Salona 38 ,2013,172410,S,U,S,D,FG
37,Salona 38 ,2012,171179,S,U,S,D,O
37,Salona 38 ,2012,163790,S,U,S,D,FG
37,Salona Salona 37 ,2007,120687,S,U,S,D,FG
37,Sentijn 1133 ,1997,140391,S,U,S,D,CP
37,Sigma 38 ,1988,74957,S,U,S,D,FG
37,Solaris37 Paris boat s... ,2015,325522,S,N,S,D,CP
37,Soubise AZULI ,1988,121919,S,U,T,D,CP
37,Southerly 115 Mk IV ,2006,249000,S,U,S,D,FG
37,Stuart 37 ,1979,54656,S,U,S,D,FG
37,Sweden Yachts 370 ,1998,226596,S,U,S,D,FG
37,Sweden Yachts 370 ,1998,119000,S,U,S,D,FG
37,Tartan 37 ,1979,60000,S,U,S,D,FG
37,Tartan 37 ,1983,59900,S,U,S,D,FG
37,Tartan 37 ,1981,59900,S,U,S,D,FG
37,Tartan 37 ,1980,47000,S,U,S,D,FG
37,Tartan 37 ,1980,45000,S,U,S,D,FG
37,Tartan 37 Center Board ,1978,55900,S,U,S,D,FG
37,Tartan 37' KCB Sloop ,1982,65000,S,U,O,O,FG
37,Tartan 3700 ,2004,249900,S,U,S,D,FG
37,Tartan 3700 ,2005,229000,S,U,S,D,FG
37,Tartan 3700 ,2004,220000,S,U,S,D,FG
37,Tartan 3700 ,2000,185000,S,U,S,D,FG
37,Tartan 3700 ,2001,179000,S,U,S,D,FG
37,Tartan 3700 ,2000,159900,S,U,S,D,FG
37,Tartan 3700 ,2000,158000,S,U,S,D,FG
37,Tartan 3700 CCR ,2009,325000,S,U,S,D,FG
37,Tartan 3700 CCR ,2006,277000,S,U,S,D,FG
37,Tartan 3700 CCR ,2008,260000,S,U,S,D,FG
37,Tartan 3700 CCR ,2011,221670,S,U,S,D,FG
37,Tartan 372 ,1990,114900,S,U,S,D,FG
37,Tartan 372 ,1990,104900,S,U,S,D,FG
37,Tartan 372 ,1989,89000,S,U,S,D,FG
37,Tartan 372 ,1989,85000,S,U,S,D,FG
37,Tartan CB ,1977,31500,S,U,S,D,FG
37,Tartan Yacht 3700 ,2011,246300,S,U,S,D,FG
37,Tayana Mark II ,1984,59000,S,U,S,D,FG
37,Tripp 37 ,1987,34900,S,U,S,D,FG
37,Var 37 ,2015,153400,S,N,S,D,FG
37,Varianta 37 ,2014,146549,S,U,S,D,FG
37,Varianta 37 ,2014,140576,S,N,S,D,FG
37,Vrolijk 37 ,2009,129308,S,U,S,D,FG
37,Wally Wally Nano ,2009,357135,S,U,S,D,O
37,Wauquiez HOOD 38 MKI DL ,1981,84974,S,U,S,D,FG
37,Wauquiez Opium 39 ,2011,286672,S,U,S,D,FG
37,Westerly Typhoon ,1991,86268,S,U,S,D,FG
37,X - Yachts 37 ,2005,153938,S,U,S,D,FG
37,X Yacht X 372 ,1990,73890,S,U,S,D,FG
37,X-Treme 37 ,2004,175489,S,U,S,D,CP
37,X-Yachts 37 ,2006,195809,S,U,S,D,FG
37,X-Yachts 37 Sport ,2008,210587,S,U,S,D,FG
37,X-Yachts 37 Sport ,2008,210587,S,U,S,D,FG
37,X-Yachts 372 ,1990,79000,S,U,S,D,FG
37,X-Yachts 382 ,1996,141623,S,U,O,O,FG
37,X-Yachts IMX 38 ,1998,80048,S,U,S,D,O
37,X-Yachts X 37 ,2004,182262,S,U,S,D,FG
37,X-Yachts X-37 ,2008,260163,S,U,S,D,FG
37,X-Yachts X-37 ,2007,240143,S,U,S,D,FG
37,X-Yachts X-37 ,2005,218546,S,U,S,D,FG
37,X-Yachts X-37 ,2008,210587,S,U,S,D,FG
37,X-Yachts X-37 ,2005,203198,S,U,S,D,FG
37,X-Yachts X-37 ,2005,172410,S,U,S,D,FG
37,X-Yachts X-37 ,2005,153938,S,U,O,O,FG
37,X-Yachts X-372 ,1989,97289,S,U,S,D,FG
37,X-Yachts X-372 ,1990,79000,S,U,S,D,FG
37,X-Yachts X-372 ,1990,73274,S,U,S,D,FG
37,X-Yachts X-372 ,1990,55418,S,U,S,D,FG
37,X-Yachts X-382 ,1993,116992,S,U,S,D,FG
37,X-Yachts Xp 38 ,2012,366371,S,U,O,O,FG
37,X-Yachts Xp 38 ,2014,355904,S,U,S,D,FG
36,Amateur Lucas 35 ,2003,92363,S,U,S,G,CP
36,Aphrodite 37 ,1991,97289,S,U,S,D,FG
36,Archambault A40 RC ,2003,104678,S,U,S,D,FG
36,Arcona 370 ,2009,250320,S,U,S,D,FG
36,Arcona 370 ,2007,210816,S,U,S,D,FG
36,Bashford BH 36 (Sydney 36) ,1996,55418,S,U,S,D,FG
36,Bavaria 35 ,1993,92363,S,U,S,D,FG
36,Bavaria 350 ,1991,65587,S,U,S,D,FG
36,Bavaria 36 ,2004,93696,S,U,S,D,FG
36,Bavaria 36 ,2004,92000,S,U,S,D,FG
36,Bavaria 36 ,2002,76353,S,U,S,D,FG
36,Bavaria 36 / Private ,2002,54186,S,U,S,D,FG
36,Bavaria 36 Holiday ,1998,58560,S,U,S,D,FG
36,Bavaria Yachts Usa 36 ,2003,82500,S,U,S,D,FG
36,Beneteau 343 ,2007,93700,S,U,S,D,FG
36,Beneteau 36 Center Cockpit ,2000,89000,S,U,S,D,FG
36,Beneteau 36.7 ,2004,99500,S,U,S,D,FG
36,Beneteau 36.7 ,2002,99500,S,U,S,D,CP
36,Beneteau 36.7 ,2002,79000,S,U,S,D,FG
36,Beneteau 361 ,2001,99900,S,U,S,D,FG
36,Beneteau 361 ,2000,97500,S,U,S,D,FG
36,Beneteau 361 ,2001,96900,S,U,S,D,FG
36,Beneteau 361 ,2001,92500,S,U,S,D,FG
36,Beneteau 361 ,1999,84500,S,U,S,D,FG
36,Beneteau 361 ,2002,80000,S,U,S,D,FG
36,Beneteau 361 ,2001,79000,S,U,S,D,FG
36,Beneteau 36s7 ,1998,75000,S,U,S,D,FG
36,Beneteau 36s7 ,1997,75000,S,U,S,D,FG
36,Beneteau First 35 ,2009,172410,S,U,S,D,FG
36,Beneteau First 35 ,1984,54578,S,U,S,D,FG
36,Beneteau First 35 ,1984,42093,S,U,S,D,FG
36,Beneteau First 36.7 ,2005,120000,S,U,S,D,FG
36,Beneteau First 36.7 ,2004,117901,S,U,S,D,FG
36,Beneteau First 36.7 ,2005,110835,S,U,S,D,FG
36,Beneteau First 36.7 ,2005,110000,S,U,S,D,FG
36,Beneteau First 36.7 ,2004,109234,S,U,S,D,FG
36,Beneteau First 36.7 ,2003,106189,S,U,S,D,FG
